"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","TTL","AVG"
"Terrell Jennings","RB","NE","-","-","-","-","-","0","-","-","-","-","-","-","-","bye","-","-","-","1","1","0.5"
"Geoff Swaim","TE","CLE","-","-","-","-","-","0","0","1","-","bye","-","-","-","-","-","-","-","-","1","0.3"
"Shane Zylstra","TE","DET","-","-","-","-","bye","-","0","0","0","0","1","0","0","0","0","0","0","0","1","0.1"
"Dalvin Cook","RB","DAL","-","-","-","-","-","-","bye","1","0","-","-","-","-","-","-","-","-","-","1","0.5"
"John FitzPatrick","TE","GB","-","-","-","-","-","-","-","0","0","bye","0","1","-","0","0","0","0","0","1","0.1"
"Kendric Pryor","WR","CIN","-","-","-","-","-","-","-","-","1","-","-","bye","-","-","-","-","-","0","1","0.5"
"Justyn Ross","WR","KC","-","-","-","-","-","bye","-","-","0","1","-","-","-","-","-","-","-","-","1","0.5"
"Keaton Mitchell","RB","BAL","-","-","-","-","-","-","-","-","-","0","0","-","-","bye","-","-","1","0","1","0.3"
"Kadarius Toney","WR","CLE","-","-","-","-","-","-","-","-","-","bye","0","-","1","0","-","-","-","-","1","0.3"
"Stephen Sullivan","TE","CAR","-","-","-","-","-","-","-","-","-","-","bye","-","1","-","-","-","-","-","1","1.0"
"George Holani","RB","SEA","-","-","-","-","-","-","-","-","-","bye","-","-","-","1","0","-","0","-","1","0.3"
"Baylor Cupp","TE","KC","-","-","-","-","-","bye","-","-","-","-","-","-","-","1","-","-","-","-","1","1.0"
"Anthony Miller","WR","BAL","-","-","-","-","-","-","-","-","-","-","-","-","-","bye","-","0","1","-","1","0.5"
"Jermar Jefferson","RB","DET","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","1","0","-","1","0.5"
"Brenden Bates","TE","CLE","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","1","1","0.5"
"Cody Schrader","RB","LAR","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","1","1","1.0"
"Reggie Gilliam","RB","BUF","0","0","0","0","0","0","-","0","-","-","0","bye","0","0","0","0","0","0","0","0.0"
"Ko Kieft","TE","TB","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0.0"
"Jake Tonges","TE","SF","0","0","0","0","-","0","0","0","bye","0","-","0","-","0","-","-","-","0","0","0.0"
"Deonte Harty","WR","BAL","0","0","0","0","-","0","-","-","-","-","-","-","-","bye","-","-","-","-","0","0.0"
"Avery Williams","RB","ATL","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0.0"
"Khari Blasingame","RB","CHI","0","-","-","-","-","0","bye","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Steven Sims Jr.","WR","BAL","0","0","0","0","-","0","-","-","0","0","-","-","-","bye","-","-","0","0","0","0.0"
"British Brooks","RB","HOU","0","-","0","0","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","0","0.0"
"Quinton Bell","WR","MIA","0","0","0","0","0","bye","0","-","0","0","0","0","0","0","0","0","0","0","0","0.0"
"Raheem Blackshear","RB","CAR","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","-","0","0","0","0","0.0"
"Tyreik McAllister","RB","LV","0","-","-","0","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","0.0"
"Dee Williams","WR","NYG","0","0","0","0","0","0","0","0","0","-","0","0","0","-","0","-","-","-","0","0.0"
"Brady Russell","TE","SEA","0","0","0","0","0","0","0","0","0","bye","-","-","0","0","-","-","-","-","0","0.0"
"Nick Muse","TE","MIN","-","0","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"John Kelly Jr.","RB","BAL","-","0","-","-","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","0","0.0"
"Trayveon Williams","RB","CIN","-","0","0","0","-","-","-","-","-","-","-","bye","-","-","-","0","-","0","0","0.0"
"Jalen Guyton","WR","LV","-","0","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","0.0"
"Colson Yankoff","TE","WAS","-","0","-","0","0","-","0","-","-","-","-","-","-","bye","-","-","-","-","0","0.0"
"Bryce Ford-Wheaton","WR","NYG","-","0","0","-","0","-","0","-","-","-","bye","-","0","0","-","-","-","-","0","0.0"
"Rodney Williams","TE","PIT","-","-","0","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","0","0.0"
"Ihmir Smith-Marsette","WR","NYG","-","-","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0.0"
"Jakob Johnson","RB","NYG","-","-","0","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Parker Hesse","TE","DET","-","-","0","-","bye","-","0","0","-","-","-","-","-","-","-","-","-","-","0","0.0"
"James Winchester","TE","KC","-","-","0","-","-","bye","-","-","-","-","-","-","-","-","-","-","0","-","0","0.0"
"Keaontay Ingram","RB","KC","-","-","0","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Zach Pascal","WR","ARI","-","-","-","0","-","0","-","-","-","-","bye","-","-","0","-","-","-","-","0","0.0"
"Travis Vokolek","TE","ARI","-","-","-","0","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Gary Brightwell","RB","CLE","-","-","-","0","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","0.0"
"Aaron Shampklin","RB","PIT","-","-","-","0","0","0","-","-","bye","-","-","-","-","-","-","-","-","-","0","0.0"
"Cody Thompson","WR","TB","-","-","-","-","0","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Darrynton Evans","RB","CHI","-","-","-","-","0","-","bye","-","-","-","-","-","-","0","-","-","-","-","0","0.0"
"KJ Hamler","WR","BUF","-","-","-","-","0","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","0.0"
"Dante Miller","RB","NYG","-","-","-","-","0","0","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Jonathan Ward","RB","PIT","-","-","-","-","0","0","0","0","bye","-","-","-","-","-","-","-","-","-","0","0.0"
"Equanimeous St. Brown","WR","NO","-","-","-","-","-","0","-","-","-","-","-","bye","-","-","-","-","-","-","0","0.0"
"D.J. Williams","RB","TB","-","-","-","-","-","0","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Leroy Watson IV","TE","TEN","-","-","-","-","bye","0","-","0","-","0","-","-","-","-","-","-","-","-","0","0.0"
"Jabari Small","RB","TEN","-","-","-","-","bye","0","-","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Dylan Laube","RB","LV","-","-","-","-","-","0","-","-","-","bye","-","0","0","-","0","-","0","0","0","0.0"
"La'Mical Perine","RB","PIT","-","-","-","-","-","0","-","-","bye","-","-","-","-","-","-","-","-","-","0","0.0"
"Roman Wilson","WR","PIT","-","-","-","-","-","0","-","-","bye","-","-","-","-","-","-","-","-","-","0","0.0"
"Jermaine Jackson","WR","NO","-","-","-","-","-","-","0","0","0","0","-","bye","-","-","-","-","-","-","0","0.0"
"Jase McClellan","RB","ATL","-","-","-","-","-","-","0","-","-","-","0","bye","-","-","-","-","0","-","0","0.0"
"Troy Hairston II","RB","HOU","-","-","-","-","-","-","0","0","-","-","-","-","-","bye","-","-","-","-","0","0.0"
"Justin Shorter","WR","LV","-","-","-","-","-","-","0","0","0","bye","0","0","0","-","-","-","0","-","0","0.0"
"Brenden Rice","WR","LAC","-","-","-","-","bye","-","0","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Jaylen Johnson","WR","LAC","-","-","-","-","bye","-","-","0","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Jalen Virgil","WR","BUF","-","-","-","-","-","-","-","0","0","0","0","bye","0","0","-","0","-","-","0","0.0"
"Montrell Washington","WR","KC","-","-","-","-","-","bye","-","0","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Kendall Milton","RB","CIN","-","-","-","-","-","-","-","-","0","-","-","bye","-","-","-","-","-","0","0","0.0"
"Justin Hardee Sr.","WR","TEN","-","-","-","-","bye","-","-","-","0","-","-","0","-","-","0","-","-","0","0","0.0"
"Jalen Cropper","WR","DAL","-","-","-","-","-","-","bye","-","-","0","-","-","-","-","-","-","-","-","0","0.0"
"Princeton Fant","TE","DAL","-","-","-","-","-","-","bye","-","-","-","0","-","0","0","0","0","-","-","0","0.0"
"Seth Williams","WR","DAL","-","-","-","-","-","-","bye","-","-","-","0","-","-","0","-","-","-","-","0","0.0"
"Teagan Quitoriano","TE","HOU","-","-","-","-","-","-","-","-","-","-","0","-","-","bye","-","-","-","-","0","0.0"
"Jack Westover","TE","NE","-","-","-","-","-","-","-","-","-","-","-","0","-","bye","-","-","-","0","0","0.0"
"Kazmeir Allen","WR","WAS","-","-","-","-","-","-","-","-","-","-","-","0","-","bye","-","-","-","-","0","0.0"
"Maurice Alexander","WR","DET","-","-","-","-","bye","-","-","-","-","-","-","-","0","0","-","-","-","-","0","0.0"
"Irv Smith Jr.","TE","HOU","-","-","-","-","-","-","-","-","-","-","-","-","0","bye","0","0","0","0","0","0.0"
"Jared Wayne","WR","HOU","-","-","-","-","-","-","-","-","-","-","-","-","0","bye","-","0","0","-","0","0.0"
"Laquon Treadwell","WR","IND","-","-","-","-","-","-","-","-","-","-","-","-","0","bye","-","-","-","-","0","0.0"
"Kene Nwangwu","RB","NYJ","-","-","-","-","-","-","-","-","-","-","-","bye","0","0","-","-","-","-","0","0.0"
"C.J. Uzomah","TE","PHI","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","-","0","-","-","0","0.0"
"Nyheim Miller-Hines","RB","CLE","-","-","-","-","-","-","-","-","-","bye","-","-","-","0","-","-","0","-","0","0.0"
"Keilan Robinson","RB","JAC","-","-","-","-","-","-","-","-","-","-","-","bye","-","0","-","-","-","-","0","0.0"
"Joshua Cephus","WR","JAC","-","-","-","-","-","-","-","-","-","-","-","bye","-","0","-","-","-","-","0","0.0"
"Ke'Shawn Vaughn","RB","SF","-","-","-","-","-","-","-","-","bye","-","-","-","-","0","-","-","-","-","0","0.0"
"Elijah Cooks","WR","JAC","-","-","-","-","-","-","-","-","-","-","-","bye","-","-","0","-","-","-","0","0.0"
"Zack Kuntz","TE","NYJ","-","-","-","-","-","-","-","-","-","-","-","bye","-","-","0","-","-","-","0","0.0"
"Brandon Smith","WR","NYJ","-","-","-","-","-","-","-","-","-","-","-","bye","-","-","0","-","-","-","0","0.0"
"Thomas Odukoya","TE","TEN","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","0","-","-","-","0","0.0"
"Anthony Firkser","TE","KC","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","0","-","-","0","0.0"
"Alex Erickson","WR","NE","-","-","-","-","-","-","-","-","-","-","-","-","-","bye","-","0","0","0","0","0.0"
"Tanner McLachlan","TE","CIN","-","-","-","-","-","-","-","-","-","-","-","bye","-","-","-","0","0","-","0","0.0"
"Tyrion Davis-Price","RB","PHI","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","0","-","0","0.0"
"Dez Fitzpatrick","WR","LAC","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0.0"
"Kaden Davis","WR","CLE","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","0","0.0"
"Joshua Kelley","RB","TEN","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0.0"
"Tony Jones Jr.","RB","ARI","-","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","0","0.0"
""
""
