"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","TTL","AVG"
"Dell Pettus","S","NE","0","1","8","7","54","5","0","37","42","38","34","13","10","bye","18","8","17","49","341","22.7"
"Denzel Perryman","LB","LAC","30","31","55","43","bye","22","33","25","38","29","23","0","0","0","0","11","0","0","340","30.9"
"Taven Bryan","DT","IND","17","25","33","32","25","30","34","24","17","14","10","20","17","bye","12","14","6","10","340","20.0"
"Tyler Lacy","DE","JAC","24","0","28","16","16","0","17","25","41","37","36","bye","24","25","18","33","0","0","340","26.2"
"DeShawn Williams","DT","CAR","0","0","27","26","0","13","24","34","22","28","bye","31","25","26","0","0","38","43","337","28.1"
"Byron Cowart","DT","CHI","12","0","2","11","16","19","bye","11","0","19","18","43","37","34","32","32","17","32","335","22.3"
"Payton Turner","DE","NO","22","20","16","16","0","14","23","19","17","32","24","bye","24","28","30","28","22","0","335","22.3"
"Jaylen McCollough","S","LAR","0","1","11","0","15","bye","18","9","56","13","29","12","21","24","18","31","22","55","335","22.3"
"Felix Anudike-Uzomah","DE","KC","18","12","14","26","11","bye","35","37","34","12","12","12","9","12","9","6","21","52","332","19.5"
"Trevor Nowaske","LB","DET","0","0","0","8","bye","29","14","39","35","33","9","21","31","32","0","24","42","15","332","25.5"
"Eddie Goldman","DT","ATL","31","27","27","29","8","8","6","8","3","24","17","bye","21","29","16","19","29","29","331","19.5"
"Jaden Hicks","S","KC","0","5","3","5","0","bye","7","9","9","16","12","12","24","26","41","34","53","74","330","22.0"
"Chris Braswell","DE","TB","25","18","23","21","36","27","21","21","26","20","bye","26","15","24","6","2","13","5","329","19.4"
"Nick Scott","S","CAR","8","0","36","67","75","70","69","0","0","0","bye","0","0","0","0","0","0","0","325","54.2"
"Dawuane Smoot","DE","BUF","0","0","20","27","40","43","34","27","22","0","0","bye","0","0","29","34","32","14","322","29.3"
"Mike Pennel Jr.","DT","KC","23","21","13","18","15","bye","22","16","16","25","22","22","20","23","10","18","13","23","320","18.8"
"Malcolm Rodriguez","LB","DET","14","19","51","31","bye","33","32","0","0","0","43","49","46","0","0","0","0","0","318","35.3"
"Troy Dye","LB","LAC","0","5","8","15","bye","0","0","2","24","1","27","17","62","33","40","1","43","40","318","22.7"
"DeWayne Carter","DT","BUF","7","25","23","26","36","34","32","0","0","0","0","bye","0","24","17","0","34","57","315","28.6"
"Denico Autry","DE","HOU","0","0","0","0","0","0","28","29","35","39","44","22","27","bye","38","36","16","0","314","31.4"
"Brandon Graham","DE","PHI","32","28","35","32","bye","23","20","21","37","22","32","29","0","0","0","0","0","0","311","28.3"
"Jordan Jackson","DT","DEN","15","42","17","13","16","29","25","7","21","14","14","31","15","bye","21","14","7","9","310","18.2"
"Folorunso Fatukasi","DT","HOU","28","35","33","35","33","18","27","39","32","22","0","0","0","bye","6","0","0","0","308","28.0"
"Talanoa Hufanga","S","SF","0","0","53","0","11","0","0","0","bye","0","0","0","0","39","62","62","56","25","308","44.0"
"Levi Wallace","CB","DEN","2","3","12","6","10","42","70","6","1","9","20","52","74","bye","0","0","0","0","307","23.6"
"James Smith-Williams","DE","ATL","31","39","35","34","25","24","32","33","24","29","0","bye","0","0","0","0","0","0","306","30.6"
"Kaiir Elam","CB","BUF","0","6","14","3","0","0","3","0","58","5","0","bye","0","0","79","73","0","64","305","33.9"
"De'Vondre Campbell Sr.","LB","SF","51","51","48","0","0","0","49","62","bye","0","0","0","41","0","0","0","0","0","302","50.3"
"L'Jarius Sneed","CB","TEN","53","57","62","60","bye","69","0","0","0","0","0","0","0","0","0","0","0","0","301","60.2"
"Jonathan Allen","DT","WAS","41","41","46","33","32","37","0","0","0","0","0","0","0","bye","0","0","27","44","301","37.6"
"Chau Smith-Wade","CB","CAR","0","0","0","2","24","9","39","42","13","0","bye","0","50","41","37","44","0","0","301","30.1"
"Dallas Turner","DE","MIN","36","18","0","11","13","bye","4","3","26","11","12","16","26","26","33","15","25","25","300","18.8"
"Tyler Davis","DT","LAR","11","0","21","11","7","bye","17","9","20","17","31","35","20","11","15","20","26","28","299","18.7"
"Andrew Billings","DT","CHI","45","42","38","39","36","28","bye","44","26","0","0","0","0","0","0","0","0","0","298","37.3"
"Darnay Holmes","CB","LV","0","0","0","12","0","4","0","0","42","bye","46","52","43","35","0","44","0","20","298","33.1"
"Jaquan Brisker","S","CHI","64","62","56","61","51","0","bye","0","0","0","0","0","0","0","0","0","0","0","294","58.8"
"Baylon Spector","LB","BUF","0","62","57","55","0","1","20","51","0","0","0","bye","0","0","18","27","0","0","291","36.4"
"Tre Brown","CB","SEA","46","39","33","23","61","45","0","0","0","bye","0","0","0","0","0","13","18","12","290","32.2"
"Damontae Kazee","S","PIT","13","20","5","11","17","0","0","19","bye","13","20","11","15","14","64","42","16","9","289","19.3"
"Sheldon Rankins","DT","CIN","41","33","0","0","0","42","50","43","38","41","0","bye","0","0","0","0","0","0","288","41.1"
"Jaylen Harrell","DE","TEN","17","15","23","21","bye","16","21","14","11","23","25","15","35","8","16","8","3","16","287","16.9"
"Michael Carter II","S","NYJ","19","30","38","38","1","0","0","37","28","13","26","bye","23","12","16","0","5","0","286","22.0"
"Amani Oruwariye","CB","DAL","0","0","0","33","58","65","bye","26","0","0","0","0","0","0","33","71","0","0","286","47.7"
"Julian Okwara","DE","ARI","0","15","26","20","25","27","29","16","19","0","bye","0","0","18","18","31","12","30","286","22.0"
"Bryce Huff","DE","PHI","30","32","18","33","bye","31","27","22","6","12","14","0","0","0","0","0","14","46","285","23.8"
"Troy Andersen","LB","ATL","31","67","73","56","0","0","0","0","0","13","0","bye","16","29","0","0","0","0","285","40.7"
"Austin Booker","LB","CHI","6","20","8","14","19","22","bye","28","26","33","7","14","14","14","22","9","11","16","283","16.6"
"Kentavius Street","DE","ATL","20","22","21","19","0","0","0","0","25","17","22","bye","12","24","22","22","29","25","280","21.5"
"Aidan Hutchinson","DE","DET","70","43","57","78","bye","32","0","0","0","0","0","0","0","0","0","0","0","0","280","56.0"
"Dane Jackson","CB","CAR","0","0","0","0","0","0","34","0","22","52","bye","64","0","7","6","16","49","30","280","31.1"
"Von Miller","LB","BUF","29","29","26","9","0","0","0","0","21","23","21","bye","20","25","27","32","14","3","279","21.5"
"Willie Gay Jr.","LB","NO","9","11","29","6","0","53","50","21","21","13","6","bye","0","0","15","24","19","0","277","21.3"
"Dante Fowler Jr.","DE","WAS","21","0","39","0","0","36","0","0","31","39","0","32","0","bye","46","0","0","33","277","34.6"
"Tyus Bowser","LB","Multi","0","0","12","26","33","0","37","43","32","25","39","30","0","0","0","0","0","0","277","30.8"
"David Ojabo","DE","BAL","25","30","37","21","14","12","31","0","0","22","0","0","8","bye","19","13","20","23","275","21.2"
"Sam Kamara","DE","CLE","0","17","16","19","19","0","0","0","11","bye","20","18","0","0","27","27","36","63","273","24.8"
"Sheldon Day","DT","WAS","23","0","0","0","0","0","20","14","17","31","24","28","20","bye","13","33","18","31","272","22.7"
"Zach Harrison","DE","ATL","16","9","14","13","14","9","11","23","18","15","12","bye","11","17","16","22","31","17","268","15.8"
"Evan Anderson","DT","SF","0","0","0","19","0","13","0","14","bye","15","11","36","33","14","22","29","31","30","267","22.3"
"Raekwon McMillan","LB","Multi","0","41","53","49","51","36","11","12","13","0","0","0","0","0","0","0","0","0","266","33.3"
"Jalyn Holmes","DT","Multi","16","15","19","27","26","0","16","11","14","17","19","12","12","0","6","16","15","24","265","16.6"
"Linval Joseph","DT","DAL","13","24","13","22","22","29","bye","15","18","15","12","4","10","14","9","12","18","15","265","15.6"
"Josh Hayes","CB","TB","0","0","0","0","0","0","0","33","79","64","bye","0","0","0","0","0","24","65","265","53.0"
"Dax Hill","S","CIN","65","63","58","64","14","0","0","0","0","0","0","bye","0","0","0","0","0","0","264","52.8"
"Neville Gallimore","DT","LAR","4","16","29","30","19","bye","35","8","0","0","0","19","21","15","12","17","11","28","264","18.9"
"John Ridgeway III","DT","NO","0","16","20","0","25","18","25","11","0","23","15","bye","23","18","24","27","0","19","264","20.3"
"D.J. Davidson","DT","NYG","22","11","18","21","19","21","32","36","25","23","bye","24","10","0","0","0","0","0","262","21.8"
"Ashtyn Davis","S","NYJ","21","0","4","9","9","65","18","0","0","0","3","bye","7","17","14","23","1","70","261","20.1"
"Leonard Taylor III","DT","NYJ","0","0","24","0","18","14","23","17","27","22","10","bye","18","13","22","14","19","20","261","18.6"
"Kalia Davis","DT","SF","0","0","0","0","19","31","22","14","bye","11","10","30","26","14","17","22","21","23","260","20.0"
"Naquan Jones","DT","ARI","0","0","0","0","19","32","20","15","0","26","bye","23","19","23","24","22","12","25","260","21.7"
"Chad Muma","LB","JAC","10","13","27","71","32","39","23","0","0","1","12","bye","0","0","0","5","6","20","259","21.6"
"Kaevon Merriweather","S","TB","0","0","1","0","27","14","0","1","0","1","bye","0","0","55","52","31","11","66","259","25.9"
"Dadrion Taylor-Demerson","S","ARI","0","8","2","2","22","0","2","6","10","58","bye","62","3","12","12","10","20","29","258","17.2"
"Phidarian Mathis","DT","WAS","23","15","18","21","26","24","19","23","20","34","19","15","0","bye","0","0","0","0","257","21.4"
"Marshawn Kneeland","DE","DAL","44","18","10","36","4","0","bye","0","0","0","0","19","0","23","23","31","27","21","256","23.3"
"Cameron Sutton","CB","PIT","0","0","0","0","0","0","0","0","bye","19","15","10","45","13","31","19","43","61","256","28.4"
"Al-Quadin Muhammad","DE","DET","0","0","0","0","bye","0","0","49","33","14","0","0","43","37","8","20","20","31","255","28.3"
"Quinton Jefferson","DT","Multi","36","23","33","22","27","0","0","0","0","17","2","0","16","19","0","14","20","25","254","21.2"
"Caelen Carson","CB","DAL","60","31","62","0","0","0","bye","0","54","45","0","0","0","0","0","0","0","0","252","50.4"
"Devon Key","S","DEN","14","0","4","0","0","3","14","56","56","0","48","2","37","bye","1","5","5","6","251","19.3"
"Tristin McCollum","S","PHI","3","0","0","41","bye","0","9","3","0","0","0","8","21","68","0","31","13","53","250","25.0"
"Casey Toohill","LB","BUF","11","23","29","16","16","14","12","14","11","21","11","bye","12","12","0","0","0","47","249","17.8"
"Jordon Riley","DT","NYG","9","3","2","1","0","4","16","0","0","0","bye","0","31","38","35","31","42","37","249","20.8"
"J.J. Russell","LB","TB","0","0","0","0","1","9","0","7","31","12","bye","8","43","0","31","44","28","35","249","22.6"
"Tommy Togiai","DT","HOU","0","0","0","0","0","0","0","0","0","30","22","26","25","bye","38","28","38","42","249","31.1"
"Rodney McLeod Jr.","S","CLE","0","32","39","0","0","0","37","42","0","bye","27","0","0","31","28","12","0","0","248","31.0"
"McKinnley Jackson","DT","CIN","0","0","0","0","9","21","22","13","27","12","23","bye","13","18","26","21","20","23","248","19.1"
"Christian Wilkins","DT","LV","54","62","56","53","22","0","0","0","0","bye","0","0","0","0","0","0","0","0","247","49.4"
"Shaq Thompson","LB","CAR","66","69","64","46","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","245","61.3"
"James Lynch","DT","TEN","7","11","8","22","bye","6","16","12","18","18","17","8","25","14","19","10","5","29","245","14.4"
"Kindle Vildor","CB","DET","0","4","8","5","bye","20","0","13","3","3","16","55","38","0","49","0","6","24","244","18.8"
"Jay Tufele","DT","CIN","30","33","35","29","20","0","0","0","0","6","15","bye","14","14","17","18","7","5","243","18.7"
"Marco Wilson","CB","Multi","15","14","0","31","27","17","21","23","25","24","9","0","1","12","5","8","5","5","242","15.1"
"Jaylon Carlies","LB","IND","15","31","15","23","18","20","21","0","0","0","0","0","0","bye","0","60","18","21","242","24.2"
"Dondrea Tillman","DT","DEN","0","0","20","16","17","15","0","0","0","20","24","22","31","bye","22","20","20","15","242","20.2"
"Jalyx Hunt","LB","PHI","0","0","0","5","bye","0","9","3","0","25","0","24","35","38","17","37","30","18","241","21.9"
"Nick Thurman","DE","CAR","16","40","17","35","13","30","41","23","25","0","bye","0","0","0","0","0","0","0","240","26.7"
"Yannick Ngakoue","DE","Multi","0","0","0","0","11","13","31","12","20","0","14","31","23","0","28","25","31","0","239","21.7"
"Troy Hill","CB","Multi","33","27","48","35","38","55","0","0","0","0","0","0","0","0","0","0","0","0","236","39.3"
"Pat O'Connor","DE","DET","0","0","0","0","bye","0","12","31","11","8","7","9","4","41","29","33","32","19","236","19.7"
"Jack Gibbens","LB","TEN","30","3","0","2","bye","0","12","48","69","59","12","0","0","0","0","0","0","0","235","29.4"
"Jack Sanborn","LB","CHI","3","11","11","6","15","10","bye","22","32","12","9","22","20","14","8","20","5","15","235","13.8"
"Asante Samuel Jr.","CB","LAC","60","44","68","62","bye","0","0","0","0","0","0","0","0","0","0","0","0","0","234","58.5"
"Colby Wooden","DE","GB","0","0","0","0","30","19","19","15","11","bye","0","21","17","13","19","22","29","19","234","19.5"
"Alex Austin","CB","NE","0","0","14","0","0","0","0","0","0","0","0","0","26","bye","25","43","73","53","234","39.0"
"Michael Pierce","DT","BAL","20","24","25","0","19","17","36","15","0","0","0","0","0","bye","23","13","17","22","231","21.0"
"Kurt Hinish","DT","HOU","0","0","0","0","0","0","11","16","25","24","19","19","21","bye","0","23","33","40","231","23.1"
"Eric Watts","LB","NYJ","0","0","0","11","10","9","14","20","16","14","21","bye","17","16","20","10","32","21","231","16.5"
"Eddie Jackson","S","Multi","22","48","46","20","0","25","0","69","0","0","0","0","0","0","0","0","0","0","230","38.3"
"Khyiris Tonga","DT","ARI","16","15","14","0","19","26","14","38","16","8","bye","15","0","0","0","20","13","15","229","17.6"
"Grant Stuard","LB","IND","0","0","0","0","0","0","64","31","29","10","11","27","20","bye","21","16","0","0","229","25.4"
"Carlos Watkins","DT","Multi","0","3","9","10","16","34","0","24","16","20","10","6","7","10","12","18","16","17","228","14.3"
"Zacch Pickens","DT","CHI","0","7","0","0","0","0","bye","0","22","31","18","27","25","38","31","29","0","0","228","25.3"
"Nick McCloud","CB","Multi","21","0","0","37","36","0","18","50","9","0","0","0","21","7","0","0","0","26","225","25.0"
"Charles Omenihu","DE","KC","0","0","0","0","0","bye","0","0","0","0","0","0","34","24","31","36","50","50","225","37.5"
"Tony Jefferson II","S","LAC","0","7","0","0","bye","0","0","0","0","0","0","0","54","0","38","64","31","30","224","37.3"
"Eric Wilson","LB","GB","15","8","0","26","0","0","0","57","0","bye","13","0","32","0","0","0","72","0","223","31.9"
"Isaiahh Loudermilk","DE","PIT","10","15","9","5","14","9","4","12","bye","7","18","14","14","36","26","23","6","0","222","13.9"
"Jacob Martin","LB","CHI","0","0","0","0","0","0","bye","15","16","22","11","19","26","22","26","20","23","22","222","20.2"
"Derrick Nnadi","DT","KC","13","14","9","13","6","bye","8","10","7","6","12","17","12","12","6","11","18","47","221","13.0"
"Cam Gill","LB","CAR","0","0","0","0","0","0","0","21","34","35","bye","20","15","9","19","10","24","34","221","22.1"
"Shaquill Griffin","CB","MIN","44","0","0","40","0","bye","0","0","0","10","0","28","0","0","56","0","41","0","219","36.5"
"Junior Colson","LB","LAC","35","7","0","0","bye","32","31","10","0","0","0","0","0","13","21","36","15","18","218","21.8"
"Demone Harris","DE","ATL","0","0","0","0","0","0","26","33","38","0","0","bye","24","24","21","21","18","11","216","24.0"
"Andrew Wingard","S","JAC","0","0","0","0","0","0","0","0","0","0","0","bye","4","1","0","63","69","78","215","43.0"
"Dylan Horton","DT","HOU","0","0","0","0","15","29","10","2","14","16","35","12","6","bye","10","5","24","34","212","16.3"
"Chandler Wooten","LB","CAR","0","0","0","0","0","8","51","0","0","0","bye","0","0","0","0","0","77","76","212","53.0"
"Ja'Marcus Ingram","CB","BUF","11","23","30","7","16","0","3","0","3","5","0","bye","0","16","3","14","23","57","211","16.2"
"Khalil Davis","DT","Multi","10","28","15","13","22","35","16","18","15","5","0","0","18","14","0","0","0","0","209","17.4"
"Xavier Thomas","DE","ARI","18","21","13","7","0","0","0","13","25","17","bye","15","5","16","10","9","12","27","208","14.9"
"Jalen Redmond","DE","MIN","0","0","16","7","0","bye","2","17","7","5","10","16","15","39","27","0","21","26","208","16.0"
"Dennis Gardeck","LB","ARI","40","26","32","33","30","24","22","0","0","0","bye","0","0","0","0","0","0","0","207","29.6"
"Tomon Fox","LB","NYG","0","0","0","0","0","0","21","15","13","12","bye","0","29","16","27","24","18","32","207","20.7"
"Terell Smith","CB","CHI","1","0","0","0","0","0","bye","11","9","27","19","47","27","33","17","0","0","16","207","20.7"
"James Pierre","CB","PIT","0","0","2","0","1","13","35","0","bye","13","2","0","0","17","49","51","18","5","206","18.7"
"Krys Barnes","LB","ARI","10","20","8","8","12","54","20","9","8","6","bye","3","1","2","23","12","1","8","205","12.1"
"Luke Gifford","LB","TEN","0","0","0","0","bye","0","0","0","0","0","0","0","9","59","29","0","58","48","203","40.6"
"William Gholston","DE","TB","18","27","23","14","16","14","11","6","11","11","bye","9","9","14","1","4","4","10","202","11.9"
"Israel Mukuamu","CB","DAL","16","3","0","2","3","2","bye","15","13","21","38","15","34","7","17","4","6","4","200","12.5"
"T.J. Slaton Jr.","DT","GB","40","19","0","33","0","0","0","16","0","bye","34","0","26","0","0","0","29","0","197","28.1"
"Brent Urban","DE","BAL","0","9","0","25","12","15","26","1","0","0","28","10","20","bye","16","7","15","12","196","15.1"
"Javontae Jean-Baptiste","DT","WAS","20","18","19","17","30","28","0","0","0","0","0","13","8","bye","3","15","10","13","194","16.2"
"Chris Roland-Wallace","CB","KC","0","0","0","0","1","bye","15","31","22","0","0","0","0","0","17","32","50","26","194","24.3"
"Sione Takitaki","LB","NE","0","0","0","0","0","9","0","5","12","28","18","24","7","bye","36","13","31","11","194","17.6"
"Ta'Quon Graham","DT","ATL","15","18","18","30","19","15","25","25","17","11","0","bye","0","0","0","0","0","0","193","19.3"
"Cory Trice Jr.","CB","PIT","7","20","1","0","0","0","0","0","bye","0","0","0","0","0","0","49","47","69","193","32.2"
"Malik Herring","DT","KC","9","6","7","18","6","bye","17","23","27","8","11","6","0","0","0","0","0","55","193","16.1"
"Thomas Harper","S","LV","0","0","0","0","13","5","4","9","1","bye","9","23","34","15","7","24","27","20","191","14.7"
"Alex Singleton","LB","DEN","67","66","57","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","190","63.3"
"Uchenna Nwosu","LB","SEA","0","0","0","0","20","0","0","0","0","bye","0","0","0","21","31","39","41","38","190","31.7"
"Montravius Adams","DT","PIT","20","24","5","17","27","14","1","0","bye","0","0","0","0","0","28","21","13","18","188","17.1"
"Jesse Luketa","LB","ARI","0","0","0","0","22","20","22","15","24","24","bye","22","20","16","3","0","0","0","188","18.8"
"Kevin Givens","DT","SF","18","19","17","35","25","43","25","0","bye","0","0","0","3","0","0","0","0","0","185","23.1"
"Matt Milano","LB","BUF","0","0","0","0","0","0","0","0","0","0","0","bye","37","65","46","0","35","0","183","45.8"
"D'Angelo Ross","CB","HOU","0","0","0","0","0","66","58","0","0","0","0","0","0","bye","0","0","11","48","183","45.8"
"Darius Robinson","DT","ARI","0","0","0","0","0","0","0","0","0","0","bye","0","22","30","30","33","29","39","183","30.5"
"Brandon Joseph","CB","DET","0","0","5","89","bye","18","0","17","41","0","3","0","4","5","0","0","0","0","182","22.8"
"Kenneth Murray Jr.","LB","TEN","56","0","0","0","bye","0","0","0","69","0","0","56","0","0","0","0","0","0","181","60.3"
"Isaiah Simmons","LB","NYG","0","16","30","14","0","11","0","12","6","12","bye","10","0","17","31","0","9","13","181","15.1"
"Kamu Grugier-Hill","LB","MIN","0","0","21","26","13","bye","9","6","18","0","0","45","13","17","11","0","0","0","179","17.9"
"Ben Niemann","LB","DET","0","0","7","23","bye","0","0","7","3","13","6","11","4","1","44","42","18","0","179","14.9"
"Ali Gaye","DE","TEN","0","3","12","0","bye","7","9","16","3","12","5","4","17","4","15","14","16","41","178","11.9"
"Marcus Epps","S","LV","57","65","54","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","176","58.7"
"Mekhi Wingo","DT","DET","6","13","28","26","bye","26","11","30","0","10","5","7","14","0","0","0","0","0","176","16.0"
"Devin White","LB","HOU","0","0","0","0","0","0","0","32","10","12","50","17","6","bye","0","0","0","49","176","25.1"
"Bilal Nichols","DT","ARI","27","21","42","39","28","17","0","0","0","0","bye","0","0","0","0","0","0","0","174","29.0"
"Christian Harris","LB","HOU","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","56","72","44","0","172","57.3"
"Yasir Abdullah","LB","JAC","16","13","20","29","0","0","18","7","6","22","0","bye","0","13","7","0","1","17","169","14.1"
"Caleb Farley","CB","CAR","0","0","0","0","0","0","0","6","10","13","bye","6","0","0","0","0","77","57","169","28.2"
"Chris Board","S","BAL","0","0","0","0","0","0","1","0","2","1","7","37","30","bye","29","26","18","17","168","16.8"
"DeMarcus Lawrence","DE","DAL","52","34","51","30","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","167","41.8"
"Thomas Booker IV","DT","PHI","8","9","10","24","bye","8","13","5","1","7","6","11","4","4","1","0","16","39","166","10.4"
"Tyrus Wheat","DE","DAL","3","10","0","0","35","41","bye","32","25","19","0","0","0","0","0","0","0","0","165","23.6"
"Damone Clark","LB","DAL","26","41","12","5","0","55","bye","0","0","20","0","0","1","0","0","1","2","0","163","18.1"
"Harold Landry III","LB","TEN","52","0","0","0","bye","0","0","0","64","0","0","46","0","0","0","0","0","0","162","54.0"
"Richie Grant","S","ATL","0","10","0","0","0","9","0","73","4","1","27","bye","0","0","4","16","9","9","162","16.2"
"Tyrek Funderburk","CB","TB","0","0","0","0","0","60","59","29","5","9","bye","0","0","0","0","0","0","0","162","32.4"
"C.J. Brewer","DT","TB","19","22","24","14","14","9","0","13","27","0","bye","8","0","6","1","0","3","0","160","13.3"
"Brenton Cox Jr.","LB","GB","0","0","0","0","0","0","0","0","0","bye","22","22","20","21","20","26","29","0","160","22.9"
"Josh Butler","CB","DAL","0","0","0","0","0","0","bye","0","0","9","61","61","29","0","0","0","0","0","160","40.0"
"Jalen Reeves-Maybin","LB","DET","3","2","27","18","bye","14","10","14","23","0","0","0","0","0","0","0","40","8","159","15.9"
"Dean Lowry","DE","PIT","0","0","6","8","13","6","8","9","bye","2","20","13","6","0","37","31","0","0","159","13.3"
"Claudin Cherelus","LB","CAR","0","0","0","9","49","47","0","0","0","0","bye","0","0","0","53","0","0","0","158","39.5"
"Victor Dimukeje","DE","ARI","13","11","0","1","0","0","0","20","17","19","bye","20","18","0","16","22","1","0","158","14.4"
"JD Bertrand","LB","ATL","0","0","1","8","38","13","0","16","0","0","0","bye","0","0","29","26","26","0","157","19.6"
"Josh Wallace","CB","LAR","2","18","2","0","31","bye","39","20","3","0","0","1","1","0","3","0","4","30","154","12.8"
"Nehemiah Pritchett","CB","SEA","0","0","7","0","12","20","69","0","0","bye","0","0","0","0","0","0","0","43","151","30.2"
"Jordan Jefferson","DT","JAC","0","0","0","0","0","20","10","16","16","20","35","bye","0","0","0","0","16","18","151","18.9"
"Demetrius Flannigan-Fowles","LB","SF","12","20","11","46","0","0","0","0","bye","0","0","0","0","0","26","20","15","0","150","21.4"
"Arron Mosby","DE","GB","0","0","0","0","0","0","0","2","5","bye","10","11","14","22","22","19","12","33","150","15.0"
"Robert Beal Jr.","DE","SF","6","4","3","5","13","16","12","5","bye","8","9","21","21","20","5","0","0","0","148","10.6"
"Ruke Orhorhoro","DT","ATL","0","0","0","0","12","22","17","12","0","0","0","bye","0","0","15","26","23","21","148","18.5"
"Oren Burks","LB","PHI","0","0","0","0","bye","0","10","3","0","14","0","9","1","0","0","6","51","53","147","18.4"
"David Long Jr.","LB","Multi","53","45","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146","48.7"
"Anfernee Orji","LB","NO","11","3","3","0","73","9","26","0","0","0","1","bye","0","0","0","0","0","20","146","18.3"
"Winston Reid","LB","CLE","0","0","3","5","27","3","3","5","15","bye","4","13","2","3","2","1","5","53","144","9.6"
"Elijah Garcia","DT","NYG","0","0","0","0","0","0","0","0","0","0","bye","0","0","29","22","21","32","39","143","28.6"
"Shemar Jean-Charles","CB","NO","0","0","0","0","0","0","0","0","52","78","0","bye","0","0","9","0","0","4","143","35.8"
"Jaquelin Roy","DT","NE","0","0","0","0","22","22","24","30","36","7","0","0","0","bye","0","0","0","0","141","23.5"
"Isaiah Bolden","CB","NE","0","0","0","7","0","0","0","0","0","12","0","1","15","bye","0","16","60","30","141","20.1"
"James Houston","LB","Multi","0","3","0","14","0","0","9","19","36","16","15","4","0","0","0","9","6","10","141","12.8"
"George Odum","S","SF","51","23","0","0","4","58","0","0","bye","0","1","1","0","0","0","0","0","0","138","23.0"
"Michael Davis","CB","WAS","0","23","0","0","4","2","3","0","0","0","20","29","8","bye","0","0","49","0","138","17.3"
"Scott Matlock","DT","LAC","16","8","22","1","bye","6","9","4","14","2","3","13","0","3","22","3","8","3","137","8.1"
"Chazz Surratt","LB","NYJ","2","6","6","16","19","0","0","23","0","0","0","bye","16","6","22","5","12","4","137","11.4"
"Ifeatu Melifonwu","CB","DET","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","51","38","48","137","45.7"
"Darius Slay Jr.","CB","PHI","67","0","0","0","bye","0","0","0","0","0","0","0","0","69","0","0","0","0","136","68.0"
"Adetomiwa Adebawore","DT","IND","15","21","10","16","18","20","19","4","3","7","0","0","0","bye","3","0","0","0","136","12.4"
"Austin Johnson","DT","BUF","13","37","29","0","0","0","0","15","0","20","0","bye","0","0","0","21","0","0","135","22.5"
"Myles Cole","LB","JAC","11","13","0","0","0","0","0","0","11","0","27","bye","13","0","0","24","13","23","135","16.9"
"Jaelan Phillips","DE","MIA","34","23","45","32","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","134","33.5"
"Javon Solomon","LB","BUF","0","0","14","3","15","0","3","4","2","2","0","bye","0","0","8","1","23","59","134","12.2"
"Jake Hansen","LB","HOU","0","0","0","0","0","11","58","32","0","0","9","0","0","bye","5","0","19","0","134","22.3"
"Jonathan Harris","DT","CAR","0","0","0","0","0","0","0","0","25","9","bye","14","24","21","26","14","0","0","133","19.0"
"Cam Smith","CB","MIA","0","0","0","0","0","bye","0","35","29","33","8","16","12","0","0","0","0","0","133","22.2"
"Jowon Briggs","DE","CLE","0","0","0","0","0","0","0","0","0","bye","0","0","16","19","16","20","22","40","133","22.2"
"Owen Pappoe","LB","ARI","12","16","8","3","0","8","0","8","37","7","bye","3","0","0","1","25","0","3","131","10.9"
"K'Von Wallace","S","SEA","12","13","18","12","7","27","14","14","10","bye","0","0","0","0","0","0","0","0","127","14.1"
"Jacoby Windmon","LB","CAR","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","2","53","66","6","127","31.8"
"Keondre Coburn","DT","TEN","9","13","15","2","bye","0","0","8","3","12","9","1","12","6","7","8","9","12","126","8.4"
"Nick Vigil","LB","DAL","25","3","0","0","0","17","bye","0","0","8","0","0","0","0","0","69","1","3","126","18.0"
"Carlton Davis III","CB","DET","77","48","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","0","125","62.5"
"Zayne Anderson","LB","GB","0","0","0","0","0","0","0","2","0","bye","0","6","0","53","3","48","11","0","123","20.5"
"Christian Barmore","DT","NE","0","0","0","0","0","0","0","0","0","0","21","35","31","bye","36","0","0","0","123","30.8"
"Kris Abrams-Draine","CB","DEN","0","0","0","0","0","0","0","0","0","0","0","0","12","bye","58","43","5","5","123","24.6"
"Jaden Crumedy","DT","CAR","0","0","0","0","0","0","0","0","0","0","bye","0","0","8","26","22","25","40","121","24.2"
"Ben Stille","DE","Multi","6","0","6","2","0","0","27","33","46","0","0","0","0","0","0","0","0","0","120","20.0"
"Derrick Barnes","LB","DET","64","45","11","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","0","120","40.0"
